id,Anio,Mes,Departamento,Municipio,Evento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
9006,2012,03,HUILA,IQUIRA,DESLIZAMIENTO,1000-1500,200-300,20-25
9007,2012,03,SANTANDER,GIRON,INCENDIO FORESTAL,500-1000,100-200,25-30
9008,2013,03,SANTANDER,PALMAR,INCENDIO FORESTAL,500-1000,100-200,25-30
9009,2011,05,QUINDIO,CALARCA,INUNDACION,1000-1500,200-300,20-25
9010,1998,05,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,0-100,25-30
9011,2005,02,SANTANDER,LEBRIJA,INUNDACION,1000-1500,0-100,20-25
9012,2008,02,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1000-1500,0-100,20-25
9013,2011,05,NARINO,TAMINANGO,DESLIZAMIENTO,1500-2000,100-200,15-20
9014,2010,09,MAGDALENA,SALAMINA,INUNDACION,2500-3000,100-200,10-15
9015,2002,06,CESAR,AGUACHICA,INUNDACION,0-500,100-200,25-30
9016,2012,04,HUILA,NEIVA,INUNDACION,1500-2000,100-200,15-20
9017,2012,07,SANTANDER,VILLANUEVA,VENDAVAL,0-500,300-400,20-25
9018,2013,02,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,1000-1500,0-100,20-25
9019,2013,08,NARINO,PROVIDENCIA,INCENDIO FORESTAL,0-500,100-200,25-30
9020,1998,11,BOLIVAR,PINILLOS,INUNDACION,0-500,200-300,25-30
9021,2000,09,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,300-400,25-30
9022,2013,08,ATLANTICO,SOLEDAD,INUNDACION,0-500,100-200,25-30
9023,2006,11,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,100-200,20-25
9024,2006,02,CORDOBA,AYAPEL,INUNDACION,0-500,0-100,25-30
9025,2003,11,BOLIVAR,PINILLOS,INUNDACION,0-500,200-300,25-30
9026,2008,01,SANTANDER,BUCARAMANGA,COLAPSO,1000-1500,0-100,20-25
9027,2013,03,VALLE DEL CAUCA,ZARZAL,INCENDIO FORESTAL,500-1000,100-200,20-25
9028,2006,03,CHOCO,QUIBDO,DESLIZAMIENTO,0-500,500-600,25-30
9029,2012,05,BOLIVAR,RIO VIEJO,INUNDACION,0-500,200-300,25-30
9030,1998,05,NORTE DE SANTANDER,SAN CAYETANO,INUNDACION,2000-2500,100-200,15-20
9031,2011,05,CUNDINAMARCA,FUNZA,INUNDACION,2500-3000,0-100,10-15
9032,2003,11,BOYACA,DUITAMA,INUNDACION,2500-3000,200-300,10-15
9033,2004,11,NORTE DE SANTANDER,SILOS,VENDAVAL,2500-3000,0-100,10-15
9034,2013,02,QUINDIO,CALARCA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
9035,1999,12,VALLE DEL CAUCA,BUGALAGRANDE,INUNDACION,1000-1500,100-200,20-25
9036,1998,05,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,300-400,25-30
9037,2013,06,BOYACA,VILLA DE LEYVA,INCENDIO FORESTAL,2000-2500,0-100,15-20
9038,1998,12,ANTIOQUIA,CAUCASIA,INUNDACION,0-500,100-200,25-30
9039,2009,07,CHOCO,QUIBDO,INUNDACION,0-500,800-900,25-30
9040,2009,04,NARINO,PASTO,DESLIZAMIENTO,2500-3000,100-200,10-15
9041,1999,02,TOLIMA,VALLE DE SAN JUAN,DESLIZAMIENTO,500-1000,0-100,25-30
9042,2005,07,RISARALDA,PEREIRA,VENDAVAL,1000-1500,100-200,20-25
9043,2005,10,PUTUMAYO,SIBUNDOY,AVALANCHA,2000-2500,100-200,15-20
9044,2012,03,CUNDINAMARCA,COGUA,INCENDIO FORESTAL,3000-3500,0-100,10-15
9045,2009,12,TOLIMA,IBAGUE,INUNDACION,500-1000,0-100,20-25
9046,2013,07,NARINO,CHACHAGUI,INCENDIO FORESTAL,1500-2000,0-100,15-20
9047,2013,01,ANTIOQUIA,MEDELLIN,INCENDIO FORESTAL,1000-1500,0-100,20-25
9048,2007,09,HUILA,COLOMBIA,INCENDIO ESTRUCTURAL,1000-1500,100-200,15-20
9049,2010,06,CORDOBA,SAN BERNARDO DEL VIENTO,INUNDACION,0-500,100-200,25-30
9050,2010,12,CUNDINAMARCA,GUASCA,DESLIZAMIENTO,2500-3000,0-100,10-15
9051,2011,12,META,VILLAVICENCIO,INUNDACION,0-500,100-200,25-30
9052,2012,04,SANTANDER,PALMAR,INUNDACION,500-1000,200-300,25-30
9053,2011,11,ATLANTICO,BARRANQUILLA,DESLIZAMIENTO,0-500,0-100,25-30
9054,2012,07,TOLIMA,AMBALEMA,ERUPCION,0-500,0-100,25-30
9055,2010,12,CUNDINAMARCA,SOACHA,INUNDACION,2500-3000,0-100,10-15
9056,2012,04,SANTANDER,BARRANCABERMEJA,DESLIZAMIENTO,0-500,200-300,25-30
9057,2010,11,CAUCA,BOLIVAR,INUNDACION,2000-2500,200-300,15-20
9058,2013,10,BOYACA,SANTA MARIA,INUNDACION,1000-1500,100-200,20-25
9059,2009,07,CHOCO,SAN JOSE DEL PALMAR,AVALANCHA,1000-1500,200-300,20-25
9060,2012,12,QUINDIO,ARMENIA,CRECIENTE SUBITA,1000-1500,100-200,20-25
9061,2011,06,TOLIMA,IBAGUE,VENDAVAL,500-1000,0-100,25-30
9062,2008,12,CHOCO,QUIBDO,INUNDACION,0-500,600-700,25-30
9063,2013,05,SANTANDER,BUCARAMANGA,INUNDACION,1000-1500,100-200,20-25
9064,1999,04,NORTE DE SANTANDER,PAMPLONA,DESLIZAMIENTO,2000-2500,100-200,15-20
9065,2013,07,RISARALDA,SANTUARIO,INCENDIO FORESTAL,1500-2000,100-200,15-20
9066,2010,10,ANTIOQUIA,FREDONIA,INUNDACION,500-1000,200-300,25-30
9067,2010,10,RISARALDA,PEREIRA,VENDAVAL,1000-1500,200-300,20-25
9068,2012,06,TOLIMA,IBAGUE,INCENDIO FORESTAL,500-1000,0-100,25-30
9069,2011,04,HUILA,GARZON,INUNDACION,1000-1500,100-200,20-25
9070,2013,04,GUAINIA,INIRIDA,TORMENTA ELECTRICA,0-500,200-300,25-30
9071,2010,04,CUNDINAMARCA,SOACHA,DESLIZAMIENTO,2500-3000,0-100,10-15
9072,2012,08,HUILA,GIGANTE,INCENDIO FORESTAL,1500-2000,0-100,15-20
9073,2012,07,NARINO,ALBAN,INCENDIO FORESTAL,2000-2500,0-100,15-20
9074,2011,04,RISARALDA,PEREIRA,DESLIZAMIENTO,1000-1500,200-300,20-25
9075,2001,01,CUNDINAMARCA,GACHETA,INCENDIO FORESTAL,1500-2000,0-100,15-20
9076,2009,06,SANTANDER,SABANA DE TORRES,INUNDACION,0-500,200-300,25-30
9077,2008,09,HUILA,ALTAMIRA,INUNDACION,1000-1500,0-100,20-25
9078,2012,03,BOYACA,SOCOTA,INCENDIO FORESTAL,3500-4000,0-100,5-10
9079,2010,09,CORDOBA,AYAPEL,INUNDACION,0-500,300-400,25-30
9080,2008,03,NARINO,SAMANIEGO,DESLIZAMIENTO,1500-2000,100-200,15-20
9081,2013,09,CAUCA,CAJIBIO,INCENDIO FORESTAL,1500-2000,100-200,15-20
9082,2009,04,CAUCA,MIRANDA,VENDAVAL,1000-1500,200-300,20-25
9083,2009,03,NORTE DE SANTANDER,CUCUTA,DESLIZAMIENTO,0-500,100-200,25-30
9084,2012,04,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
9085,2008,12,TOLIMA,ATACO,DESLIZAMIENTO,500-1000,200-300,25-30
9086,2009,03,CUNDINAMARCA,SOACHA,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
9087,2002,10,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,200-300,20-25
9088,2010,10,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,200-300,20-25
9089,2013,01,TOLIMA,SAN ANTONIO,INUNDACION,1500-2000,100-200,20-25
9090,2013,03,ARAUCA,TAME,INCENDIO FORESTAL,0-500,0-100,25-30
9091,2009,04,CUNDINAMARCA,GRANADA,INUNDACION,0-500,300-400,25-30
9092,2010,05,META,VILLAVICENCIO,INUNDACION,0-500,600-700,25-30
9093,2012,01,HUILA,LA PLATA,DESLIZAMIENTO,1000-1500,100-200,20-25
9094,2009,08,NORTE DE SANTANDER,SARDINATA,EXPLOSION,0-500,100-200,25-30
9095,2010,11,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
9096,2012,03,NARINO,SAPUYES,INUNDACION,3000-3500,100-200,10-15
9097,2000,05,TOLIMA,COYAIMA,INUNDACION,0-500,100-200,25-30
9098,2005,08,CHOCO,RIOSUCIO,VENDAVAL,0-500,200-300,25-30
9099,2010,06,VALLE DEL CAUCA,FLORIDA,TORMENTA ELECTRICA,1000-1500,0-100,20-25
9100,2001,01,CUNDINAMARCA,FUSAGASUGA,INCENDIO FORESTAL,1000-1500,100-200,20-25
9101,2010,08,MAGDALENA,SANTA MARTA,INUNDACION,0-500,100-200,25-30
9102,2011,06,ANTIOQUIA,MEDELLIN,INUNDACION,1000-1500,100-200,20-25
9103,2010,02,HUILA,CAMPOALEGRE,SEQUIA,500-1000,100-200,25-30
9104,2011,05,SANTANDER,CIMITARRA,INUNDACION,0-500,200-300,25-30
9105,2010,12,CAUCA,MERCADERES,INUNDACION,500-1000,100-200,25-30
9106,2010,04,CAQUETA,FLORENCIA,INUNDACION,0-500,400-500,25-30
9107,2011,11,CESAR,AGUACHICA,INUNDACION,0-500,100-200,25-30
9108,2007,02,NORTE DE SANTANDER,SARDINATA,EXPLOSION,0-500,0-100,25-30
9109,2011,12,BOYACA,DUITAMA,INUNDACION,2500-3000,100-200,10-15
9110,2010,05,TOLIMA,HONDA,INUNDACION,0-500,100-200,25-30
9111,2013,06,TOLIMA,HONDA,ACCIDENTE,0-500,0-100,25-30
9112,2000,06,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,200-300,25-30
9113,2012,06,CHOCO,MEDIO SAN JUAN,VENDAVAL,0-500,500-600,25-30
9114,2013,05,CASANARE,TAURAMENA,CRECIENTE SUBITA,0-500,400-500,25-30
9115,2012,11,CAUCA,CAJIBIO,VENDAVAL,1500-2000,300-400,15-20
9116,2013,02,GUAINIA,INIRIDA,INCENDIO FORESTAL,0-500,100-200,25-30
9117,2010,12,NARINO,SAN BERNARDO,DESLIZAMIENTO,2000-2500,200-300,15-20
9118,2012,07,CORDOBA,SAN BERNARDO DEL VIENTO,VENDAVAL,0-500,0-100,25-30
9119,2013,06,TOLIMA,ESPINAL,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
9120,2008,05,TOLIMA,SALDANA,INUNDACION,0-500,100-200,25-30
9121,2011,05,NARINO,LA UNION,DESLIZAMIENTO,2000-2500,300-400,15-20
9122,2013,06,CORDOBA,CHIMA,VENDAVAL,1000-1500,200-300,20-25
9123,2012,01,ANTIOQUIA,CAUCASIA,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
9124,2013,01,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
9125,2001,05,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1000-1500,200-300,20-25
9126,2012,02,TOLIMA,MELGAR,INUNDACION,0-500,100-200,25-30
9127,1998,05,BOYACA,GUICAN,AVALANCHA,2500-3000,100-200,10-15
9128,2001,07,NORTE DE SANTANDER,CUCUTA,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
9129,2008,03,NARINO,SAN BERNARDO,AVALANCHA,2000-2500,200-300,15-20
9130,2000,06,NARINO,CONSACA,DESLIZAMIENTO,1000-1500,0-100,20-25
9131,2006,05,CUNDINAMARCA,SOACHA,DESLIZAMIENTO,2500-3000,0-100,10-15
9132,2011,10,VALLE DEL CAUCA,BOLIVAR,SISMO,2000-2500,100-200,15-20
9133,2008,07,CHOCO,QUIBDO,INUNDACION,0-500,800-900,25-30
9134,2003,10,CHOCO,BAHIA SOLANO,INUNDACION,0-500,700-800,25-30
9135,2005,04,CAQUETA,EL DONCELLO,INUNDACION,0-500,400-500,25-30
9136,2006,05,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,300-400,25-30
9137,2012,02,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
9138,2010,12,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
9139,2006,10,CALDAS,ANSERMA,INUNDACION,1500-2000,200-300,15-20
9140,2006,05,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
9141,2010,12,MAGDALENA,SANTA MARTA,INUNDACION,0-500,100-200,25-30
9142,2008,12,CALDAS,MANIZALES,INCENDIO ESTRUCTURAL,2000-2500,100-200,15-20
9143,2013,02,CALDAS,VITERBO,ACCIDENTE DE TRANSITO,1000-1500,0-100,20-25
9144,2012,02,SANTANDER,BUCARAMANGA,SISMO,1000-1500,0-100,20-25
9145,2013,10,BOLIVAR,CARTAGENA,INUNDACION,0-500,100-200,25-30
9146,2000,03,CHOCO,RIO QUITO,INUNDACION,0-500,400-500,25-30
9147,2013,02,ARAUCA,ARAUCA,INCENDIO FORESTAL,0-500,0-100,25-30
9148,2010,09,SUCRE,MAJAGUAL,INUNDACION,0-500,200-300,25-30
9149,2013,04,QUINDIO,ARMENIA,VENDAVAL,1000-1500,200-300,20-25
9150,2011,04,NORTE DE SANTANDER,CUCUTA,INUNDACION,0-500,200-300,25-30
9151,2012,02,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
9152,2012,06,RISARALDA,SANTA ROSA DE CABAL,VENDAVAL,1500-2000,100-200,15-20
9153,2007,07,MAGDALENA,SANTA MARTA,INUNDACION,0-500,0-100,25-30
9154,2010,07,CORDOBA,MONTERIA,INUNDACION,0-500,100-200,25-30
9155,2012,05,CORDOBA,PLANETA RICA,DESLIZAMIENTO,0-500,200-300,25-30
9156,2004,06,SANTANDER,RIONEGRO,INUNDACION,2000-2500,100-200,15-20
9157,2012,11,RISARALDA,PEREIRA,INCENDIO FORESTAL,1000-1500,200-300,20-25
9158,2012,02,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
9159,2005,03,CAUCA,CAJIBIO,DESLIZAMIENTO,1500-2000,200-300,15-20
9160,2013,04,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
9161,2005,02,SANTANDER,PUERTO WILCHES,INUNDACION,0-500,0-100,25-30
9162,2003,03,LA GUAJIRA,URIBIA,SEQUIA,0-500,0-100,25-30
9163,2002,10,META,VILLAVICENCIO,INUNDACION,0-500,400-500,25-30
9164,2004,08,CHOCO,RIO QUITO,VENDAVAL,0-500,700-800,25-30
9165,2011,12,CUNDINAMARCA,FUQUENE,INUNDACION,2500-3000,0-100,10-15
9166,2012,01,CAUCA,SANTANDER DE QUILICHAO,INUNDACION,1000-1500,100-200,20-25
9167,2013,05,VALLE DEL CAUCA,RESTREPO,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
9168,2013,09,TOLIMA,SALDANA,INCENDIO FORESTAL,0-500,100-200,25-30
9169,2013,06,TOLIMA,GUAMO,INUNDACION,0-500,0-100,25-30
9170,2008,03,TOLIMA,IBAGUE,INCENDIO ESTRUCTURAL,500-1000,100-200,25-30
9171,2013,02,NARINO,SAPUYES,SISMO,3000-3500,0-100,10-15
9172,2008,10,LA GUAJIRA,URIBIA,INUNDACION,0-500,100-200,25-30
9173,2010,09,LA GUAJIRA,VILLANUEVA,DESLIZAMIENTO,0-500,200-300,25-30
9174,2009,01,NARINO,PASTO,DESLIZAMIENTO,2500-3000,0-100,10-15
9175,2008,10,CORDOBA,LORICA,INUNDACION,0-500,100-200,25-30
9176,2010,10,ATLANTICO,MANATI,INUNDACION,0-500,100-200,25-30
9177,2000,07,NORTE DE SANTANDER,CUCUTA,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
9178,1998,05,BOYACA,GUICAN,AVALANCHA,2500-3000,100-200,10-15
9179,2007,12,CORDOBA,SAN BERNARDO DEL VIENTO,INUNDACION,0-500,100-200,25-30
9180,2002,03,TOLIMA,GUAMO,INUNDACION,0-500,100-200,25-30
9181,2002,03,BOYACA,BETEITIVA,SEQUIA,2500-3000,0-100,15-20
9182,2013,02,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,1000-1500,0-100,20-25
9183,1999,05,ANTIOQUIA,CHIGORODO,INUNDACION,0-500,400-500,25-30
9184,2003,04,SANTANDER,LEBRIJA,INUNDACION,1000-1500,100-200,20-25
9185,2009,04,CAUCA,TOTORO,INUNDACION,3000-3500,0-100,10-15
9186,2004,11,HUILA,VILLAVIEJA,INUNDACION,0-500,100-200,25-30
9187,2005,07,ANTIOQUIA,CHIGORODO,VENDAVAL,0-500,300-400,25-30
9188,2005,11,BOLIVAR,PINILLOS,INUNDACION,0-500,200-300,25-30
9189,2006,05,ANTIOQUIA,RIONEGRO,INUNDACION,2000-2500,200-300,15-20
9190,2002,04,CHOCO,MEDIO SAN JUAN,INUNDACION,0-500,400-500,25-30
9191,2011,11,HUILA,ALTAMIRA,INUNDACION,1000-1500,100-200,20-25
9192,2013,05,NORTE DE SANTANDER,CUCUTA,INUNDACION,0-500,200-300,25-30
9193,2002,10,BOYACA,CHITA,DESLIZAMIENTO,2500-3000,100-200,10-15
9194,2012,05,TOLIMA,VILLAHERMOSA,INUNDACION,2000-2500,200-300,15-20
9195,2013,02,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
9196,2008,10,SANTANDER,PUERTO PARRA,INUNDACION,0-500,300-400,25-30
9197,2008,11,CUNDINAMARCA,ALBAN,INUNDACION,2000-2500,100-200,15-20
9198,2003,01,NORTE DE SANTANDER,PAMPLONA,INCENDIO FORESTAL,2000-2500,0-100,10-15
9199,2010,11,SANTANDER,BUCARAMANGA,INUNDACION,1000-1500,100-200,20-25
9200,2001,10,SANTANDER,RIONEGRO,INUNDACION,2000-2500,200-300,15-20
9201,1999,10,BOYACA,CHISCAS,ACCIDENTE,2000-2500,100-200,15-20
9202,2013,09,BOYACA,PAIPA,INCENDIO FORESTAL,2000-2500,0-100,10-15
9203,2013,05,CESAR,VALLEDUPAR,VENDAVAL,0-500,100-200,25-30
9204,1998,05,VALLE DEL CAUCA,BOLIVAR,INUNDACION,2000-2500,100-200,15-20
9205,2013,02,CALDAS,RIOSUCIO,VENDAVAL,0-500,0-100,25-30
9206,2013,04,TOLIMA,IBAGUE,INCENDIO FORESTAL,500-1000,200-300,20-25
9207,2010,06,HUILA,NEIVA,DESLIZAMIENTO,1500-2000,0-100,15-20
9208,2011,06,SANTANDER,LEBRIJA,DESLIZAMIENTO,1000-1500,0-100,20-25
9209,1999,07,SUCRE,COLOSO,INUNDACION,0-500,100-200,25-30
9210,2006,01,NORTE DE SANTANDER,EL ZULIA,DESLIZAMIENTO,0-500,100-200,25-30
9211,2005,10,HUILA,SANTA MARIA,INUNDACION,1000-1500,100-200,20-25
9212,2010,11,CAQUETA,SAN JOSE DEL FRAGUA,VENDAVAL,0-500,300-400,25-30
9213,2011,11,CUNDINAMARCA,FUQUENE,INUNDACION,2500-3000,100-200,10-15
9214,2004,05,NORTE DE SANTANDER,SARDINATA,INUNDACION,0-500,100-200,25-30
9215,2009,07,ARAUCA,ARAUCA,INUNDACION,0-500,300-400,25-30
9216,2011,09,TOLIMA,ATACO,DESLIZAMIENTO,500-1000,100-200,25-30
9217,2011,09,CASANARE,YOPAL,AVALANCHA,0-500,200-300,25-30
9218,2005,06,ANTIOQUIA,VALDIVIA,DESLIZAMIENTO,1000-1500,400-500,20-25
9219,2012,03,LA GUAJIRA,DIBULLA,INCENDIO FORESTAL,0-500,0-100,25-30
9220,2009,01,ATLANTICO,BARRANQUILLA,VENDAVAL,0-500,0-100,25-30
9221,2000,05,NARINO,TUQUERRES,DESLIZAMIENTO,3000-3500,100-200,10-15
9222,2011,06,RISARALDA,PEREIRA,VENDAVAL,1000-1500,100-200,20-25
9223,2003,01,RISARALDA,PEREIRA,INCENDIO FORESTAL,1000-1500,100-200,20-25
9224,2012,09,CUNDINAMARCA,YACOPI,DESLIZAMIENTO,1000-1500,200-300,20-25
9225,2012,04,HUILA,SAN AGUSTIN,DESLIZAMIENTO,1500-2000,100-200,15-20
9226,2010,12,CUNDINAMARCA,JERUSALEN,INUNDACION,0-500,0-100,25-30
9227,2008,05,CUNDINAMARCA,CHOACHI,SISMO,3000-3500,100-200,5-10
9228,2012,02,CUNDINAMARCA,GACHETA,INCENDIO FORESTAL,1500-2000,0-100,15-20
9229,2011,05,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
9230,2011,11,SANTANDER,PUERTO WILCHES,INUNDACION,0-500,200-300,25-30
9231,2001,01,CUNDINAMARCA,TABIO,INCENDIO FORESTAL,2500-3000,0-100,10-15
9232,1998,12,ANTIOQUIA,CONCORDIA,INUNDACION,1500-2000,100-200,15-20
9233,2006,05,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,300-400,25-30
9234,2007,11,LA GUAJIRA,HATONUEVO,INUNDACION,0-500,100-200,25-30
9235,2004,10,RISARALDA,SANTA ROSA DE CABAL,COLAPSO ESTRUCTURAL,1500-2000,200-300,15-20
9236,2005,12,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
9237,2002,08,TOLIMA,IBAGUE,INCENDIO FORESTAL,500-1000,0-100,25-30
9238,2007,06,CORDOBA,LORICA,INUNDACION,0-500,100-200,25-30
9239,2013,02,ARAUCA,ARAUCA,INCENDIO FORESTAL,0-500,0-100,25-30
9240,2003,10,VALLE DEL CAUCA,CALI,CONTAMINACION,500-1000,100-200,20-25
9241,2013,08,PUTUMAYO,SAN FRANCISCO,INUNDACION,2000-2500,0-100,10-15
9242,2007,11,NARINO,SAN ANDRES DE TUMACO,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
9243,2011,06,ANTIOQUIA,CALDAS,INUNDACION,1500-2000,200-300,15-20
9244,2013,09,TOLIMA,SAN ANTONIO,INUNDACION,1500-2000,100-200,20-25
9245,2008,09,LA GUAJIRA,URIBIA,VENDAVAL,0-500,0-100,25-30
9246,2001,07,CORDOBA,CIENAGA DE ORO,VENDAVAL,0-500,100-200,25-30
9247,2006,12,QUINDIO,CALARCA,INUNDACION,1000-1500,200-300,20-25
9248,2010,03,TOLIMA,SAN SEBASTIAN DE MARIQUITA,VENDAVAL,500-1000,300-400,20-25
9249,1998,10,ATLANTICO,REPELON,INUNDACION,0-500,100-200,25-30
9250,2011,11,HUILA,GUADALUPE,INUNDACION,2000-2500,100-200,15-20
9251,2010,08,BOLIVAR,EL CARMEN DE BOLIVAR,INUNDACION,0-500,100-200,25-30
9252,2004,04,CAUCA,MERCADERES,VENDAVAL,500-1000,100-200,25-30
9253,1998,06,SANTANDER,CHIMA,INUNDACION,1000-1500,200-300,20-25
9254,2013,04,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,200-300,25-30
9255,2001,06,ATLANTICO,SOLEDAD,VENDAVAL,0-500,0-100,25-30
9256,2013,07,PUTUMAYO,MOCOA,DESLIZAMIENTO,500-1000,400-500,20-25
9257,2013,02,TOLIMA,IBAGUE,DESLIZAMIENTO,500-1000,0-100,25-30
9258,2012,04,CUNDINAMARCA,ALBAN,DESLIZAMIENTO,2000-2500,100-200,15-20
9259,2011,04,BOYACA,TUNJA,DESLIZAMIENTO,2500-3000,0-100,10-15
9260,2006,01,SANTANDER,BARRANCABERMEJA,VENDAVAL,0-500,0-100,25-30
9261,2010,02,SUCRE,COROZAL,SEQUIA,0-500,0-100,25-30
9262,2009,10,CUNDINAMARCA,FUNZA,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
9263,2013,03,CUNDINAMARCA,TABIO,INUNDACION,2500-3000,0-100,10-15
9264,2008,02,CALDAS,MANIZALES,VENDAVAL,2000-2500,0-100,15-20
9265,2006,06,TOLIMA,IBAGUE,INUNDACION,500-1000,0-100,25-30
9266,2011,11,HUILA,NEIVA,DESLIZAMIENTO,1500-2000,200-300,15-20
9267,1998,02,BOYACA,LA UVITA,SEQUIA,2500-3000,0-100,10-15
9268,2011,04,VALLE DEL CAUCA,GUADALAJARA DE BUGA,INUNDACION,500-1000,100-200,20-25
9269,2013,03,NARINO,PASTO,DESLIZAMIENTO,2500-3000,100-200,10-15
9270,2013,05,ANTIOQUIA,APARTADO,INUNDACION,0-500,300-400,25-30
9271,2012,11,ATLANTICO,JUAN DE ACOSTA,COLAPSO,0-500,100-200,25-30
9272,2012,01,CAQUETA,SAN VICENTE DEL CAGUAN,INCENDIO FORESTAL,0-500,0-100,25-30
9273,2013,07,PUTUMAYO,VILLAGARZON,INUNDACION,0-500,300-400,20-25
9274,2005,02,BOLIVAR,SAN PABLO,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
9275,2004,11,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,0-100,25-30
9276,2012,04,SANTANDER,MOGOTES,INUNDACION,1500-2000,200-300,15-20
9277,2011,06,CUNDINAMARCA,JERUSALEN,INUNDACION,0-500,0-100,25-30
9278,2010,11,VALLE DEL CAUCA,GUADALAJARA DE BUGA,INUNDACION,500-1000,100-200,20-25
9279,2001,05,AMAZONAS,LETICIA,INUNDACION,0-500,300-400,25-30
9280,2009,04,TOLIMA,IBAGUE,INUNDACION,500-1000,200-300,20-25
9281,2002,07,BOYACA,RONDON,DESLIZAMIENTO,2000-2500,200-300,15-20
9282,2011,11,SANTANDER,SABANA DE TORRES,INUNDACION,0-500,200-300,25-30
9283,2002,01,BOYACA,DUITAMA,INCENDIO FORESTAL,2500-3000,100-200,10-15
9284,2013,01,META,PUERTO LOPEZ,INCENDIO FORESTAL,0-500,0-100,25-30
9285,2013,10,BOYACA,BUENAVISTA,INCENDIO FORESTAL,2000-2500,200-300,15-20
9286,2010,04,TOLIMA,ESPINAL,VENDAVAL,0-500,200-300,25-30
9287,2006,05,VALLE DEL CAUCA,CALI,INUNDACION,500-1000,100-200,25-30
9288,2000,03,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1000-1500,100-200,20-25
9289,2011,04,VALLE DEL CAUCA,CALI,INUNDACION,500-1000,100-200,25-30
9290,2009,09,NORTE DE SANTANDER,TIBU,VENDAVAL,0-500,200-300,25-30
9291,2004,10,CORDOBA,MONTERIA,INUNDACION,0-500,100-200,25-30
9292,2013,07,CESAR,BECERRIL,INUNDACION,0-500,100-200,25-30
9293,2013,05,ATLANTICO,BARRANQUILLA,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
9294,2012,07,HUILA,IQUIRA,INCENDIO FORESTAL,1000-1500,0-100,20-25
9295,2010,12,CAUCA,PUERTO TEJADA,INUNDACION,1000-1500,100-200,20-25
9296,2009,11,ANTIOQUIA,MEDELLIN,INUNDACION,1000-1500,100-200,20-25
9297,2008,05,PUTUMAYO,PUERTO LEGUIZAMO,INUNDACION,0-500,300-400,25-30
9298,2005,10,CAUCA,LA SIERRA,DESLIZAMIENTO,1500-2000,300-400,15-20
9299,2012,02,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
9300,2012,11,QUINDIO,CALARCA,VENDAVAL,1000-1500,300-400,15-20
9301,2008,12,ANTIOQUIA,FRONTINO,INUNDACION,1000-1500,100-200,15-20
9302,2008,10,LA GUAJIRA,FONSECA,INUNDACION,0-500,100-200,25-30
9303,2013,07,PUTUMAYO,MOCOA,INUNDACION,500-1000,400-500,20-25
9304,2001,04,RISARALDA,SANTA ROSA DE CABAL,VENDAVAL,1500-2000,200-300,15-20
9305,2010,02,QUINDIO,ARMENIA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
